Gm25471	Gm23619
Tsfm	Mrps15
Igkv8-24	Colec11
Ighv1-37	Igkv8-30
Nlgn1	Dbnl
Or6c68	Gnb1
Lpcat3	Pld6
DDX51	Ddx51
Polr3b	Polr3c
Ube2v1	Peli1
Ngfr	Ubb
Rpp21	Rps7
Krt33a	Gm5414
Smurf2	Fbxo7
Pdgfra	Stat5a
Frs2	SHC2
Pdk1	Pdpr
Fancc	Fancd2
Igkv2-109	Cyfip2
Vmn1r82	Vmn1r80
Gm26032	Gm26504
Ccnf	Kctd6
Kit	Jak2
Lhcgr	Ramp2
Gnaz	Ccr4
Rlim	Rps27a
Plrg1	Snrpa1
NDE1	Cenpe
Gm25471	Gm25944
Ighv1-78	Lcp2
Ccl6	Lpar5
FIP1L1	Cwc22rt2
Rraga	Lamtor2
IGHV3-13	IGHA2
Btk	Klri1
Defa35	Defa25
Sf3b2	Bcas2
Hnrnpa2b1	Lsm8
RPL18A	Rpl34
Ube2i	Gm773
IGLV3-1	Lat2
IGHV3-13	IGHV4-34
Smad6	Bmpr2
Furin	PROC
Plk3	Csnk2a1
Cysltr1	Npffr1
Pcnt	Tpx2
Snrpc	Hnrnph1
TEPP	TEPP
Ighv1-69	Cd79a
Ptcd3	Mrpl58
Sf3b5	Bcas2
Gal	Grm8
Krt34	Krt34
ATP5H	Ndufb8
ND6	Ndufb11
Cox5a	Uqcrq
Psmc4	Psmd7
Il2	Camk2b
Polr2j	Wtap
Pkd1	Exoc8
C2cd3	Cep250
Syce1	Gm16430
Prpf8	Prpf19
Syce3	Gm16430
Ighv1-71	Arpc5
Pla2g6	Pla2g4a
Arhgef18	Abr
Ttc5	Nbn
Gab2	Ighv1-19
GCGR	Grm5
Fbxo40	Klhl3
Ighv1-63	Vpreb3
Mcub	Phb2
Ifna4	Ifna15
Rplp2	Rpl3
Nudt21	Hnrnpu
Car4	Idh3a
SERPINA1	Serpinc1
Fam234b	Fam234b
Csf2ra	Ranbp9
XLOC_008559	XLOC_008559
Srsf7	Thoc7
Cspg5	B3galt6
Cbx4	HIST1H4I
Magea9	Magea6
Ighv1-69	Elmo1
RPS11	Eif4g1
Galnt4	MUC6
Muc17	St6galnac2
Polr2f	Alyreffm2
Cdc5lrt6	Syf2
Zfp148	Zfp148
Nudt21	Phf5a
C1s2	Igkv8-16
Gm20920	REC8
Ccl9	Cysltr1
Ptbp1	Hnrnpf
Mrpl40	Mrps21
Hrh3	Npy1r
Fus	Ppihl
Mrps5	Mrpl55
Imp3	RPS9
Tph2	Ddc
Timp1	TGOLN2
Ehmt1	Fzr1
Stam	Dvl2
P2ry1	Pik3r5
Srsf1	Bud31
IGHV3-33	Arpc4
Gm22285	Gm26332
Ighv1-18	IGLV3-21
CEP72	Cc2d2a
CDK7	Supt16
Arhgap1	Vav3
Fcgr2b	Brk1
Ube2m	Asb18
Stx5a	Csnk1d
Lgals1	Qsox1
Xrcc1	Hmgn1
Nup107	Gm49336
IGHV3-30	Blnk
Trhr	Agtr2
Eif5	Eif3f
Dync1i2	Tubgcp3
APOB	Fzd4
Gm12790	PRAMEF8
Hnrnpa0	Aqr
Dnajc2	Bag4
Rock1	Epha4
Alyreffm4	Zc3h11a
Nms	Chrm5
Fbxo40	Nedd8
Cpsf7	Rbmx
Spsb1	Klhl20
Siah1a	Fbxo27
Sstr4	Tas2r120
Trappc2l	Trappc5
Ighv1-77	Nck1
Lcp2	HLA-DRA
Ndufv3	Tmem126b
IGKV3-11	IGLV3-25
Ighv1-18	Igkv8-19
Polr2c	Kxd1
Ndufa5	Ndufb11
Eif4a3	Fau
EIF4A3	Rpl24
Cyba	Vav2
Adcy1	Gpr18
TAS2R50	Htr1f
SRC	Ralgds
Gm25816	Snord116l4
Gabbr2	HTR1D
Inppl1	Plekha1
Polr2h	Rnpc3
Nup62	Dhx38
Mme	Ren1
Eif4g1	Alyreffm10
Dynll2	Prkab1
Tinf2	Gm773
Myo1c	HIST1H3C
Plaat1	Plaat1
Ighv1-66	Ighv6-4
Wipi1	Wipi1
Gm23089	Gm25816
Sptbn4	Copa
Rfc1	Prim2
Rbmyf7	Rbmyf6
Cpsf7	Hnrnpa3
Gnat1	Cnga1
Gng12	Kcnj12
Fbxw11	Cand1
Arap1	Rhoh
Stag1	Cenpe
Pfdn4	Tuba8
Baiap2	Actr3
Crk	IGHV3-11
Fpr2	S1pr4
Tas2r105	Tas2r120
Myo10	Ighv1-22
Gm22417	Gm23862
Ccl20	TAS2R30
Ap2a2	Apob
Npy1r	Apln
Zfp473	Alyreffm12
Haus2	CEP72
Eif4a3l1	Lsm8
Ffar3	Kng1
Sec13	Xpo1
Gng2	Drd4
Eif4a3	Exosc2
Pah	Qdpr
Nms	Adra2a
Alyreffm15	DHX16
Lsm6	Prpf19
C1qc	Igkv8-28
ZNF443	ZNF443
RLN3	S1pr3
LINC01787	LINC01787
Hrh4	Gna13
Trim69	Fbxo7
TAS2R5	C3
Ighv1-24	Fcgr3
Terf2	Gm21858
Acvr2a	Cfc1
Gm20908	Stag1
Ighv8-13	Igkv8-30
Polr2k	Cops6
CCL23	Plcb4
Or5p70	Gngt1
Lamtor2	Ulk1
IGHV1-2	Igkv8-28
Cpsf4	HNRNPL
Babam2	Abraxas1
TRNC	TRNC
HLA-DPB1	Ptpn6
Asb9	Fbxl5
Pip4k2b	Fgfr2
Ndufs3	Ndufb1
App	Gprc6a
Cdc73	HIST1H2BJ
Krtap5-20	Krtap10-22
Ncbp2	Hnrnpk
Pik3cb	Pip5k1a
Fbxo10	Klhl22
Tspo	FDX1L
Cops6	Asb8
IGKV2-30	Ighv1-78
Cck	Mchr1
Cstf1	HNRNPH1
Ube2i	Gm21739
Smo	Kif3a
B2m	CD1A
Clstn2	Clstn2
Eif4a1	Eif2s2
Fbxw4	Tes3-ps
Terf2ip	3830403N18Rik
Wdr77	Ccnd1
Shb	Rock2
Fpr2	CXCL11
Galr3	Htr5a
Ambn	Tgoln1
Krtap5-2	Krtap2-22
GNRH2	Bdkrb1
CXCL11	Npy2r
IGLV3-1	Igkv6-20
Fpr3	Gna15
IGHV1-46	Pik3r1
Arpp19	Mastl
Etf1	RPL41
IGLV1-40	Igkv18-36
Rock1	Ppp1r12a
Men1	Cst5
Sec11a	RPS9
Elob	Fbxo21
Fbxo17	Asb16
Plcb3	Tas2r126
Nedd8	Asb4
Adcy4	Gnat3
NTF6B	NTF6B
Fgf18	Hbegf
Rdh7	Aldh1a7
Ap1b1	Vamp2
Tmem37	Tmem37
Lrtm1	Lrtm1
Npy4r	Bdkrb2
Agt	C3ar1
Chmp6	Uba52rt
Crygb	Crygb
Mre11a	Palb2
Galr1	Tas2r135
Gm22046	Gm25816
Gm2030	Pot1a
Hba-a2	Hba-a2
Nefl	Camk2b
Rprd1a	Ints6
Igkv8-16	Fcgr4
Alyreffm4	Lsm7
Gcgr	Calcr
Ddx46	Alyreffm5
B2m	Cd1d2
Gna13	Plcb3
Grin1	Csf2
Cltc	Cftr
Polr2l	Alyreffm16
Mrpl55	Mrpl52
Pik3cg	Tas2r126
Ccp110	Dynll1
Plcb1	Grm3
Hgh1	Hgh1
Snord116l1	Gm25944
Pcsk9	Csf1
Zfp764	Zfp764l1
Tas2r114	Nmur2
TAS2R19	Cxcl12
MARCH6	Sel1l
Imp4	Wdr43
IGHV3-53	IGLV1-44
Igkv2-137	Itk
Magoh	Hnrnpk
Ccl6	RXFP3
EXT3	EXT3
Zfp473	Snrpf
Penk	Npy4r
Elavl2	Hnrnph2
Snord116l2	Gm22258
Rps9	Rpl10a
Rap1a	Vwf
Noc4l	Utp14b
TTC5	Ep300
Eif5	RPL41
Rpl35	Upf3b
Gnai3	Ackr3
Ccl21a	Agt
Cxcl9	P2ry13
Shc1	Sptan1
Fbxo22	Rnf213
Or5w13	Gngt1
Syf2	DHX16
IGLV1-47	C1qc
Ighv1-16	Pik3ca
Ighv1-85	IGHG4
Insl3	GPR32
Gmip	Fgd4
SRC	Epha3
CADPS	CADPS
Atp6v0a4	ATP6V1G3
Mrps33	MRPS18B
Lpar3	SAA1
Xcl1	Nps
Tinf2	Gm21739
Usp39	Cwc22rt6
Vav2	Epha2
Adra2b	Chrm2
Fpr1	Adcy1
Dnajc6	Egfr
Mymk	Mymk
Ift20	Ift22
Adcy6	Adcy7
Csnk1d	Rps5
Rps23	Rps20
Terf2ip	Gm20890
Ripk1	Mlkl
Pramel32	Pramel15
MTCH2	Mtch2
Apol7c	PROC
Cdc40	MAGOHB
Arpc4	Igkv8-27
Gnat3	Drd3
Ccnk	Snapc2
Vcl	Itgb5
Slc10a3	Slc10a3
Rpl30	Rpl34
Klri2	Lck
Yy1	Polr2c
Gna13	Tbxa2r
Krtap5-20	KRTAP2-1
P2ry10	Edn2
Htr2b	Grm7
Pramel45	Pramel30
Ube2d1	Birc2
Apoa2	SERPINA10
Col19a1	Serpinh1
Krtap9-5	Krtap10-28
LOC400927-CSNK1E	Rps18
Arhgap11a	Tiam1
Pak3	Elmo1
Fbxo17	Cops4
Ubap1	Vps36
Ambra1	Becn1
Bmp4	Prss23
Ndufa2	CYTB
Srsf3	Ndc1
KIF5C	Kif5c
Trio	Mchr1
Stx18	Bnip1
C8b	AI182371
Arpc5	M6pr
Ighv1-19	C4b
Serpind1	C3
Kif2c	Tmed3
Kiss1r	Grk2
Snord116l8	Gm22417
Kash5	Kash5
Pramel28	PRAMEF14
Vamp2	Gad1
Rac1	Ptk2
Nup43	Sgo1
COL11A2	Col8a2
Ifnb1	Socs1
KIR3DL1	B2M
Smc1a	Nup85
Cyp3a25	Cyp3a11
Crh	Gip
Cnot8	Lsm6
Adcy2	Cort
IGKV1-33	Ighv1-52
Dync1li1	BC048507
FGFR1OP	Ccnb2
Snrpb2	Lsm6
Gm29110	Smc3
Kxd1	Cul4b
D130043K22Rik	Ubc
Fgf15	Rasgrf1
Aurkb	Sgo1
Pramel40	PRAMEF10
Tmem216	LOC400927-CSNK1E
Igfbp4	Apoa5
Igkv2-109	Ighv1-9
Kif2b	Surf4
DLL1	Notch3
PRPF8	Alyreffm10
Plcb2	Ccr10
Chmp4c	Uba52rt
Ighv8-5	IGHG4
EIF3K	Rps9
Cct7	TUBA4B
Amelx	Kng2
Lmnb1	Sun2
Lamb2	Mbtps1
Alyreffm16	NUPL2
Ptcd3	Mrpl32
Zfp622	Zfp622
Atp5mc2	Atp5mc2
CDK7	Ercc8
Cops6	Dcaf10
Polr2k	Pop7
Tuba1b	Cct5
Gm26201	Snord116l2
Ighv1-24	Fcamr
Ighv1-7	Igkv17-121
NEDD8	Fbxo21
Haus2	B9d2
Pi4k2a	Pitpnb
Ints14	Nabp2
Cetn2	Kif24
Pramel51	Pramel20
Gtf3c5	Polr3d
Eif4a3l2	U2af1l4
Asb14	Fbxl20
Chrm3	Kalrn
Or13ae2	Gngt1
GCGR	Mc4r
Wdr75	NOP10
Ptgdr2	Npy5r
Tas2r121	Sstr3
Htr2c	Tacr3
Ccr1l1	Ppbp
IGKV2-30	Ighv1-22
Ghr	Gh
Ighv1-53	Dock1
Bmp4	Fn1
Adam10	Cst5
Ncbp1	HSPA8
Fgfr1	Ranbp9
Pik3r5	MLN
Rpl13a	Rpl6
EIF3K	Rps23
Sf3a2	Sf3b4
COX3	ATP5G3
Cish	Kbtbd7
Xrcc5	Brcc3
Iqcb1	Cep250
Ddx47	Utp11
Vav1	Fgf16
Lrrc41	Ube2f
ACTG1	Baiap2
Serpina1c	Ppp6r1
Smg9	Rps7
Fbxw25	Cops5
Sp1	Gtf2b
Prss50	Prss50
Pik3cb	Ins1
Cnr1	Tas2r120
Oog4	Pramel31
Synj1	Actr2
Trappc9	Scfd1
Ighv8-6	IGKV1D-33
Cnih2	Tmed10
Pramel17	Pramel24
Ighv10-1	IGLV3-1
Idh3g	Ndufb4
Taf10	Usp22
Sharpin	Ikbkb
Ppp2r2a	Rpl27rt
Plcb1	Xcr1
Xpc	CETN2
IGHE	Igkv6-32
Taf9	GTF2H4
Ighv1-62-1	Igkv2-112
Ighe	Igkv8-27
Fgf9	Jak2
Ubn2	Ubn2
Sf3a1	Dhx15
Fbxw19	Asb11
Nudt5	Nudt5
Dnajc8	POLR2A
Arhgef25	Edn3
Cdc5lrt10	Lsm7
Cdk1	Tuba4a
Pygo2	HIST1H4I
Srsf7	Ddx5
Apol9a	Aplp2
Sycp2	Brca1
Tas2r136	Cxcl13
Alyreffm2	Rbm8a
Ighv1-16	Igkv6-15
Cntrob	Cntrob
Ighv1-15	Colec10
Fcgr4	IGLV3-25
Plk1	Tmem216
Rps13	Rpl15
OPRL1	RXFP3
Pramel48	Pramel31
Col8a1	Col12a1
Ubc	Ubr2
Ighv1-50	Plcg1
Snrpe	Tra2b
Chchd1	Mrps18c
UTS2R	Adra1d
Il2	Fgf22
Eif4a1	Nup35
Cp	Serpinc1
Nms	Hcar1
Mzt2	Cep41
KRTAP4-4	Krtap5-20
Gm1140	Xlr5c
C22ORF34	C22ORF34
Kif15	Cenpe
Arhgap9	ARHGEF19
Ffar3	Trio
Vav1	Fgf5
Gnal	Or8k25
Puf60	Eftud2
Polr2j	Lig3
Rab17	Rab17
Alyreffm17	Cwc22rt3
Alyreffm1	Thoc3
ERVK-19	ERVK-19
Mapk14	Myog
Taf13	Ints2
Snrnp40	Upf3b
Ffar3	Ptgfr
Mrpl35	Mrpl14
Sstr1	HTR1E
Upf1	Rpl29
Ighv8-6	Ighv1-53
FGFR1OP	Tubb4b
Prkaa1	Sesn2
Frs2	Dlg4
Fabp4	Fabp9
Ncstn	Kxd1
Tas2r103	CXCL5
Socs6	Fbxo21
Polr2k	Polr1b
RPS17	Rpl23
Cdc5lrt4	Prpf3
Cxcl5	Oprk1
Insr	Grb10
Gm25210	Snord116l13
Ighv15-2	Ighv8-8
Mrpl22	Mrps28
Ighv1-52	IGHG4
Kifc5b	Kif15
FCF1	Rps6
Elac2	Pop7
Egf	Irs1
Gm49918	Krtap5-20
Ap2s1	Efnb3
MIR124-1	Mir124a-1
Ctnnd1	Cdh11
Defa32	Defa43
Eif4a3	RPS25
U2AF1L5	Eif4a3l1
Actr2	Igkv6-14
Krt9	KRT39
Galr2	Oprk1
Fpr-rs4	OPRL1
Tedc1	Tedc1
HPE8	HPE8
Wbp4	Lsm6
Tas2r120	Hc
Gm21317	Dido1
IGKV1-12	IGHV3-48
Syde1	ARHGEF4
Ndufv1	Slc25a27
Nup43	Nup155
Ext1	Bgn
Cct2	Cct4
Ncoa3	Med25
Rnf152	Kxd1
Ahsg	Fam20c
ND3	Ndufb3
Lpar1	Ccr1
Nup93	AAAS
P2ry2	Nmbr
Prpf8	Cstf1
TAS2R9	Mtnr1b
Fgfr4	Ywhab
Sf3a1	Syf2
Ndufs3	Cycs
Gnal	Or51q1
Cenpp	Mapre1
Snord116l15	Snord116l11
Mrpl43	Mrpl46
Mrgpra2b	Mrgprb1
Fbxo30	Nae1
Wsb2	Fbxo2
Gtf2f2	Cwc15
Apol7c	Meltf
Ube2d1	Ehmt1
Rfc5	Prim1
Pramel42	Pramel48
Il3	CAMK2D
Ash2l	Rxra
Gast	Gnb1
Csnk1d	Cep131
Ccl27a	GABBR1
Ndfip2	Ndfip2
Lamc1	Cdh2
Nudc	Spc24
Fbxw11	VHL
Ighv1-11	Itpr3
Alyreffm12	Nup214
IGLV1-40	Igkv6-23
Eif3c	Eif4b
RPS3	Eif2s2
Stx5a	Trappc6a
Hc	Cxcr5
Dock1	Nckap1
IGHV3-53	Cbl
Ighv1-72	Tec
Nrtn	CAMK2D
P2ry2	PROKR1
Rps27a	Fgf5
Gnb1	Or9i1
Ago2	NUPL2
Crnkl1	Hnrnpf
Krt78	Krt19
Tas2r130	Adcy6
Gfra3	Irs1
Nek6	Ranbp2
Ocrl	Reps1
Shc1	IGHV3-13
Hsf1	Hsp90aa1
Alyreffm5	Tpr
PRAMEF10	Pramel5
Rpl35rt	Rpl27a
Unc5a	Unc5d
Vav3	IGKV3-15
Kif2c	CENPN
RPS10	Rps15
Ackr3	OXER1
Tpx2	Alms1
ACR	Zp3
P2ry4	Cxcr5
Oprl1	Sst
Arhgap6	Itsn1
Tas2r124	Nmur2
Cep97	Haus2
CSF2RA	Inpp5d
Ptk2	Erbb4
Pramel35	Pramel51
Ubc	Sgk1
Ighv8-5	Ighv1-66
COL22A1	Col6a1
Tulp4	Fbxl5
Fbxo7	Rps27a
Arap2	Arhgef19
IGKV2-28	IGLV3-21
Mis18bp1	Cenpc1
Cpsf1	CWC25
Shank1	Grm5
Ccl21e	Ccr1l1
Mrps26	Mrpl52
Itgb3bp	Mis12
Ssxb1	Ssxb13
FCER1A	Igkv2-112
Gm25155	Gm26504
Tas2r117	Agt
Rbm34	Rbm34
Timp1	Serpina1b
Ighv1-18	Fcgr4
Srsf5	Zc3h11a
Pon2	Pon2
Hcar2	Agt
Sec61b	Srp54c
Stat2	Ifna7
Ighv1-15	Igkv6-32
Birc3	RNF31
Cpvl	Cpvl
Tlcd5	Tlcd5
Cdk2	Orc5
MAP1LC3B	SQSTM1
Cul2	Fbxw8
Vps28	Vps37d
Lsm3	U2af1l4
Nefl	Fgf22
Ccdc201	Ccdc201
Alyreffm12	Rae1
F5	Gp9
Arpc3	TGOLN2
LINC02269	LINC02269
Trip10	Plekhg2
Gm23047	Snord116l5
Shc1	Ighv8-2
IGKV5-2	IGLV3-27
Tas2r121	Ppbp
Rpl24	Rpl8
Lpar4	P2ry10
Rpa1	Top3a
Ap2s1	Scarb2
Kif2b	Mad1l1
Cxcl9	Ccl5
Fbxl16	Cish
Nmbr	MLN
Col6a2	Col3a1
Adcy3	Mc5r
Tas2r139	Cxcl10
Mrps18a	Mrps18c
Lmo7	Rbx1
Tas2r118	Lpar5
HNRNPL	Ccar1
Trav7d-3	Trav7d-4
Ghsr	Hcrtr1
Tas2r109	Fpr3
Fbxo9	Fbxl20
Inpp5b	Abr
Ppp1cc	Ccnb1
Ighv14-3	IGHA1
Rps13	Eif3a
H2-M1	H2-M1
Btrc	Siah1b
Eif4a3l2	A1cf
IGKV1-5	Wasf2
Aurka	Ofd1
Hsp90b1	Tmem132a
PCDHB13	Pcdhb16
Rpl30	Rpl10a
Fcgr3	IGHV4-39
Mrpl27	Mrps25
IGKV1-12	Igkv8-21
IGKV1-39	IGKV3-15
Ighv8-8	Plcg1
ATP5L	Uqcr11
Gm25816	Gm23141
Mdh2	Ndufv2
Uqcrfs1	Ndufb7
Tas2r108	Tas2r126
Cks1b	Ccnd1
Ndufa11	Ndufb8
Spsb3	Socs5
F5	Fgf23
Wnt5b	Wnt5a
Hs6st2	Sdc1
LCE3D	Csta3
Vav2	Rhoh
Igkv6-32	Arpc1a
Iapp	Npsr1
Vwa1	Serpina1d
Gm26246	Gm25474
HIST2H3A	Cbx2
Nup43	Pan3
Imp4	Utp6
Sugp1	Cwc22
App	S100b
Actn2	Vim
Smndc1	Lsm3
Trappc2l	Rab1a
Ercc6l	Cenpm
Gnat3	CXCL1
Polr2l	GTF2A2
Kif2c	Cenpl
RPS9	Emg1
Mavs	Sike1
Pik3cg	TAS2R41
Chrdl1	Golm1
Tra2b	Ctnnbl1
Ighv1-67	IGHM
Ndufs2	ND4
ARHGAP23	Itsn1
Ccr1l1	Htr1f
EEFSEC	Rps5
Akap9	Dctn1
PDHA2	Gcsh
C1ra	IGHG1
Galr3	Ccr9
Aldh1a1	Dhrs9
Jak3	Stat6
Lyn	Btk
Skp1	Fbxo2
Ska2	Cenpm
Fnta	Xiap
Ddx49	Imp4
Mrpl21	Mrpl58
Ighv6-6	Lat
Npy	S1pr3
Egf	CTTN
RPL10	Rps25
Snrpd3	Cwc22rt2
Dcun1d1	NEDD8
Pik3cg	Rln1
Zmat5	Zcrb1
Chrm2	Ccr6
Gnai2	Agtr1a
Ccp110	Cep72
Mrps9	Mrpl18
Cdc5lrt4	Ppil1
Tmem132e	Tmem132e
Tas2r123	Adcy3
Asb10	Cops3
Ighv1-4	IGHG1
Trf	Serpinc1
Rhog	Prex1
Cd79b	Igkv15-103
Chst7	Cspg4
Cntrl	Tubgcp5
SERPINA1	Cst3
Tfdp2	Ccnd1
Erlin2	Ubc
Med11	Ncor2
Ptprd	Ppfia2
Eif4a2	Magoh
Vipr2	Gip
IGKV1-16	Cd3g
Adprhl1	Adprhl1
Matcap1	Matcap1
LINC02559	LINC02559
Krtap12-23	Krtap10-26
Tomm20l	Tomm20l
Abi1	Ighv6-7
Hadhb	Acadvl
Cdc5lrt9	Alyref2
Gm22631	Gm26270
Muc20	A4gnt
Trbv13-3	TRBV10-1
Arhgap26	Trio
Nup133	Cenpk
Tas2r121	Adcy5
Tas2r136	Htr1b
Gspt1	Ncbp1
Ndufs4	NDUFA3
Chrm3	Gast
RPL17	Ssr4
Ndufaf3	Ecsit
Ube2a	Fbxw11
B3gnt7	Muc17
Fus	Srsf2
Pomc	CXCL2
Cap2	Gpc1
Gtf2f1	Nelfe
Ktn1	Pdia6
Zw10	Klc2
Eftud2	Xab2
CSF2RA	SHC2
Fbxo15	Dtx3l
Ska1	Cenpt
Sct	Adcyap1
Rpp21	Riok2
Rac1	Igkv17-121
Polr2f	Lsm6
PRAMEF12	Pramel6
Necap1	Reps2
CTTN	Fnbp1
Gm23953	Gm24609
HIST3H3	Rbbp8
Taf9	Ell2
RPS18	Spcs1
RPS3A	Secisbp2
CYFIP1	SRC
HNRNPA1P13	HNRNPA1P13
Vav2	Igkv6-20
Ighv1-75	Ighv8-12
Ngf	Lck
Spsb3	Fbxw13
CCT8	Gnb4
Smurf2	Wsb1
Smurf1	Bmpr1a
Or8d4	Gngt1
CYSLTR2	Mchr1
Chrm5	Casr
Fbxo17	Dcun1d3
Rfc2	Dtl
IGHV4-59	Cd3g
Rac1	Arhgap35
Gosr2	Cog6
Cetn2	Gtf2h4
Skil	Ski
Tas2r115	Pomc
Arf4	Kif2b
Chadl	Chadl
Ngfr	Aph1a
Snrnp200	SKIV2L2
Lamb2	Aplp2
Ddx21	Dek
Drd4	Htr1f
Eif4a3l1	Nup62
PSME2	Psmf1
Chmp2a	Kxd1
ATP5B	Arl2
Erbb4	Braf
Iglc2	Ighv1-53
Mgst1	Cyp1a1
Syt1	Egf
Ythdc2	Ythdc2
Thoc2	Tpr
Polr2c	Snrpa1
Pip4k2a	Mtmr3
Ndufs4	Tmem126b
C3ar1	Cxcr4
ND5	Ndufb11b
Ccar1	CWC25
Txnrd1	Rrm2b
Kif2a	Spc25
Fbxo10	Elob
Kalrn	Avpr1b
Eif3j1	Rpl9
Adora3	Kng2
Alyreffm8	Gpkow
Krt72	Krt10
Lin7b	Rhoa
ADCY4	Sstr1
Rap1a	Fgb
U2af2	Hnrnpk
TAS2R14	Drd3
Etf1	RPS9
Cnot8	Cnot3
Srsf4	Polr2k
Ccnb1	Gm49336
RPS11	Rpl11
Dynll1	Cenpj
Ccl21b	S1pr2
Srsf6	Eftud2
Srsf4	Prpf38a
Skp1	Ccnc
Sun2	Gm20888
Sumo2	Nup85
Ighv1-42	Igkv17-127
PFDN6	Cct4
Mrpl47	Mrpl19
Ighv1-77	Cd3g
Ddx42	Papola
Elavl2	Cpsf7
Polr2b	Polr2j
Rhoh	Fgd3
Ccr1l1	Npb
Chrm4	C5ar1
Sptb	Fgfr2
Avp	CLTCL1
Hrh1	Tacr3
F5	F11
Shank3	Homer1
Cdk1	Csnk1d
Srsf1	Eif4a3l1
Krtap10-10	Krtap1-4
CELP	CELP
Gna15	Trpc6
Brcc3dc	Mdc1
Gm23089	Snord116l1
Pabpn1	Gpkow
Myl12b	Rhoc
Rpl35rt	RPS2
RERE-AS1	RERE-AS1
Lrp2	Slc2a8
Cul1	Prl8a9
Fpr-rs6	Cxcr2
Tas2r118	RXFP3
ATP5B	Gm10053
Gorasp1	Tgfa
Myl6b	Lmod1
Alyreffm9	Paip1
Pcdh11x	Pcdh11x
Ncoa1	Med26
Ap2a2	Ephb6
TRBV10-1	TRBV10-1
Eif4a3l2	Hnrnpr
IGLV7-43	Ighv14-3
Rpl22	RPL41
Eif4g1	Rpl7
Fbxl15	Asb11
Chrm5	Uts2b
Srsf7	Sf3b3
DDX52	Dhx37
Ddb1	Poli
Eif5	RPS9
Lefty1	Acvr2a
Rpa2	Prpf19
NOP10	Polr1c
Fbxl15	Znrf2
Fshb	Adrb1
RPL14	Rps21
Wdr75	Dhx37
Calm2	Calm2
Cds1	AGPAT1
Gm22128	Gm26502
Haus8	Cep162
Hip1	Ap2s1
Gng11	Gnb4
RLN3	Nmur2
Nms	Oprl1
Gna14	Chrm5
Mrpl47	Eral1
Cep70	Cep72
Adcy1	Nps
Shc1	INPP5D
Tubb4b	Cep162
Tas2r102	Rln3
MIR4429	MIR4429
Wsb2	Ccdc22
Psmc4	Psmd5
Arfgap3	Ins2
Ighv1-49	Ighv6-7
Fbxw18	Dcun1d1
Nedd8	Fbxl8
Kxd1	Ubb
Bms1	Nol11
Mtnr1b	S1pr5
Ighv8-13	Ighv1-58
Cdc5lrt10	Pqbp1
Ctsc	Trappc10
Tubg1	Cep70
Gm24760	Gm26504
Rac1	Fcgr1
Gnal	Or4c110
B3gnt6	Muc16
Aak1	Slc2a8
Krtap10-34	Krtap12-1
Adcy3	Apln
Fgfr1	Rasgrf1
Ffar2	Grm5
Spsb4	Socs5
FPR3	Gper1
Ube2b	HIST1H2BJ
App	OXER1
Trim69	Wsb1
Eef2	RPL21
Gm30737	Tex12
CDK7	Ints14
Hnrnpa3	Snrnp48
Fbxl19	Lrr1
Adcy4	Cxcl16
Clp1	Alyreffm14
Pramel29	Pramel26
Birc2	Tnfaip3
Gna11	App
Stc2	Ckap4
Zfp36l1	Exosc4
Ighv15-2	IGHG2
Hnrnpab	Hnrnpab
Ramp1	Tshr
Gtf2h1	Ercc1
Gm22046	Snord116l1
Ncoa1	Med13
Tas2r121	Htr1f
Bub1	Cenpu
Gtf2h4	Parp1
Aaas	EIF4A3
Pomc	Rxfp4
Aurkb	Anapc10
Rac2	Arhgef26
App	C4b
VDI	VDI
Fbxw11	Asb18
Rpl35rt	Rpl7a
Grb2	Kitl
Sec13	Areg
Mrps26	Gfm2
Krt33b	Krt27
Snord116l3	Gm22631
Rln3	Ramp2
FGFR1OP	Dctn3
PSME2	Psma4
Pramel17	PRAMEF10
Fbxw19	Fbxl4
Defa24	AY761185
Fbxo7	Cops3
Fau	Rps28
Ighv1-22	Vav1
Snrpb	FIP1L1
Gna13	Adra2c
Pramel56	Pramel36
Stam	Gak
Smndc1	Sf3b5
Rap1a	Rapgef1
TIMM17B	Pam16l
Ighv1-78	Pik3ca
Isg15	Nedd4
Optn	Pafah1b1
Rtcb	Cpsf4
Gab1	Pik3cb
Mrpl35	Mrpl55
Spc24	Cenpm
KRTAP29-1	Gm10153
Adcy2	Tas2r144
Rac1	Arhgap44
RFWD2	Dcaf5
Acd	Gm20817
Ighv8-6	Ighv1-62-2
Krt32	KRT13
Asb9	Asb17
Mrpl21	Mrps11
Lmnb1	Casp6
Vcp	Syvn1
Brd2	Ccnd1
Pip4k2b	Grb2
Crk	IGHV3-48
Ccr7	Drd4
IGLV6-57	Ighv8-9
F2rl3	Grm4
Rpl38	Rps5
RPL18A	Ins1
GPC3-AS1	GPC3-AS1
Ndufa11	Idh3a
Ighv6-5	Igkv6-32
Mrpl21	Mrpl32
Fbxw28	VHL
Cxcl9	Bdkrb2
Lpar2	NPW
Gm21858	Pot1a
Eif3j1	EIF3K
Ndufab1	Ndufb3
Alyreffm9	Chtop
Rpl35	Rpl13
Shc3	SHC2
Nedd1	Clasp1
IGKV1-33	Ighv1-31
Arfrp1	Ric1
Grid2	Grid2
Gpc1	Gm5893
Rabl3	Rabl3
HNRNPH1	Cwc22rt6
Smndc1	Sympk
B3gnt4	MUC4
